overbust,bust,underbust,natural waist,waist,low waist,hip,gender,study
99.8,96.3,86.5,82.7,,92.9,109.6,Cis woman,ANSUR (1988)
79.2,80.6,68.0,64.5,,66.5,87.0,Cis woman,ANSUR (1988)
91.3,93.5,79.0,69.2,,72.8,98.3,Cis woman,ANSUR (1988)
83.3,82.8,72.9,69.1,,73.8,89.2,Cis woman,ANSUR (1988)
82.1,80.8,71.3,64.3,,74.6,92.3,Cis woman,ANSUR (1988)
88.1,88.2,72.8,67.1,,69.8,96.7,Cis woman,ANSUR (1988)
84.4,83.8,72.2,68.8,,78.8,94.2,Cis woman,ANSUR (1988)
93.7,96.6,80.3,76.8,,85.3,102.4,Cis woman,ANSUR (1988)
90.2,89.3,74.5,73.5,,85.3,93.8,Cis woman,ANSUR (1988)
82.9,81.8,73.6,68.7,,73.3,89.6,Cis woman,ANSUR (1988)
90.0,90.6,77.3,73.5,,79.7,99.4,Cis woman,ANSUR (1988)
88.6,90.0,76.8,74.5,,83.1,101.7,Cis woman,ANSUR (1988)
83.6,83.6,74.0,72.5,,80.7,95.8,Cis woman,ANSUR (1988)
85.0,88.0,72.5,75.8,,78.5,102.8,Cis woman,ANSUR (1988)
95.5,95.5,85.2,74.8,,88.1,107.7,Cis woman,ANSUR (1988)
,92.2,,,85.0,,101.1,Cis woman,ANSUR (2012)
,83.9,,,70.8,,89.3,Cis woman,ANSUR (2012)
,87.4,,,72.7,,98.7,Cis woman,ANSUR (2012)
,100.8,,,92.3,,101.2,Cis woman,ANSUR (2012)
,108.9,,,116.3,,128.1,Cis woman,ANSUR (2012)
,103.1,,,96.8,,108.5,Cis woman,ANSUR (2012)
,98.8,,,96.4,,104.9,Cis woman,ANSUR (2012)
,96.8,,,91.4,,109.5,Cis woman,ANSUR (2012)
,83.1,,,75.5,,96.5,Cis woman,ANSUR (2012)
,101.0,,,94.4,,104.5,Cis woman,ANSUR (2012)
,106.5,,,93.5,,124.8,Cis woman,ANSUR (2012)
,103.4,,,94.2,,101.4,Cis woman,ANSUR (2012)
,106.3,,,99.5,,104.9,Cis woman,ANSUR (2012)
,93.7,,,84.8,,101.2,Cis woman,ANSUR (2012)
,98.9,,,92.9,,100.0,Cis woman,ANSUR (2012)
,94.0,,,83.5,,100.7,Cis woman,ANSUR (2012)
,83.5,,,77.2,,96.9,Cis woman,ANSUR (2012)
,89.7,,,80.5,,94.1,Cis woman,ANSUR (2012)
,97.9,,,86.8,,101.1,Cis woman,ANSUR (2012)
,85.3,,,79.2,,102.1,Cis woman,ANSUR (2012)
,109.0,,,113.7,,110.7,Cis woman,ANSUR (2012)
,94.1,,,88.1,,105.0,Cis woman,ANSUR (2012)
,85.7,,,70.2,,86.7,Cis woman,ANSUR (2012)
,97.3,,,95.4,,103.8,Cis woman,ANSUR (2012)
,97.5,,,79.6,,98.1,Cis woman,ANSUR (2012)
,102.6,,,100.0,,106.9,Cis woman,ANSUR (2012)
,83.2,,,74.2,,91.7,Cis woman,ANSUR (2012)
,92.1,,,91.2,,99.7,Cis woman,ANSUR (2012)
,103.2,,,91.3,,104.2,Cis woman,ANSUR (2012)
,90.4,,,82.1,,96.0,Cis woman,ANSUR (2012)
,95.1,,,93.0,,105.6,Cis woman,ANSUR (2012)
,95.0,,,90.1,,103.5,Cis woman,ANSUR (2012)
,96.5,,,93.5,,103.4,Cis woman,ANSUR (2012)
,111.5,,,107.7,,115.4,Cis woman,ANSUR (2012)
,117.0,,,111.2,,118.4,Cis woman,ANSUR (2012)
,89.5,,,81.2,,99.1,Cis woman,ANSUR (2012)
,94.4,,,86.9,,93.3,Cis woman,ANSUR (2012)
,83.3,,,71.2,,90.0,Cis woman,ANSUR (2012)
,102.5,,,105.7,,105.2,Cis woman,ANSUR (2012)
,98.2,,,96.4,,108.6,Cis woman,ANSUR (2012)
,106.0,,,113.4,,117.5,Cis woman,ANSUR (2012)
,99.1,,,86.9,,97.9,Cis woman,ANSUR (2012)
,99.4,,,94.2,,102.1,Cis woman,ANSUR (2012)
,107.1,,,101.9,,104.1,Cis woman,ANSUR (2012)
,94.5,,,86.5,,113.6,Cis woman,ANSUR (2012)
,109.4,,,97.5,,104.6,Cis woman,ANSUR (2012)
,93.2,,,81.4,,103.0,Cis woman,ANSUR (2012)
,101.3,,,94.7,,105.3,Cis woman,ANSUR (2012)
,91.0,,,79.4,,100.9,Cis woman,ANSUR (2012)
,79.3,,,67.9,,88.0,Cis woman,ANSUR (2012)
,95.4,,,89.0,,105.0,Cis woman,ANSUR (2012)
,116.1,,,133.4,,130.6,Cis woman,ANSUR (2012)
,113.5,,,107.6,,116.0,Cis woman,ANSUR (2012)
,109.5,,,100.7,,107.5,Cis woman,ANSUR (2012)
,101.4,,,89.7,,104.4,Cis woman,ANSUR (2012)
,94.6,,,83.2,,100.6,Cis woman,ANSUR (2012)
,81.4,,,76.6,,98.1,Cis woman,ANSUR (2012)
,94.0,,,87.8,,102.8,Cis woman,ANSUR (2012)
,98.8,,,94.3,,105.5,Cis woman,ANSUR (2012)
,90.4,,,82.5,,97.9,Cis woman,ANSUR (2012)
,87.6,,,81.2,,98.5,Cis woman,ANSUR (2012)
,109.0,,,106.2,,116.7,Cis woman,ANSUR (2012)
,94.3,,,91.4,,105.1,Cis woman,ANSUR (2012)
,113.2,,,98.7,,106.6,Cis woman,ANSUR (2012)
,97.7,,,86.8,,100.7,Cis woman,ANSUR (2012)
,97.7,,,83.9,,105.0,Cis woman,ANSUR (2012)
,100.6,,,81.4,,97.4,Cis woman,ANSUR (2012)
,93.6,,,80.4,,98.9,Cis woman,ANSUR (2012)
,106.5,,,92.5,,108.8,Cis woman,ANSUR (2012)
,89.0,,,80.5,,99.3,Cis woman,ANSUR (2012)
,90.0,,,81.1,,104.2,Cis woman,ANSUR (2012)
,86.2,,,75.7,,96.9,Cis woman,ANSUR (2012)
,89.6,,,83.9,,96.7,Cis woman,ANSUR (2012)
,94.3,,,82.1,,105.1,Cis woman,ANSUR (2012)
,109.2,,,100.1,,102.8,Cis woman,ANSUR (2012)
,92.0,,,86.0,,104.5,Cis woman,ANSUR (2012)
,107.1,,,92.2,,101.6,Cis woman,ANSUR (2012)
,100.1,,,101.2,,105.7,Cis woman,ANSUR (2012)
,112.6,,,98.1,,104.9,Cis woman,ANSUR (2012)
,98.2,,,87.0,,103.0,Cis woman,ANSUR (2012)
,106.9,,,93.1,,120.0,Cis woman,ANSUR (2012)
,106.1,,,89.5,,116.5,Cis woman,ANSUR (2012)
,103.1,,,92.5,,114.1,Cis woman,ANSUR (2012)
,92.4,,,75.1,,98.5,Cis woman,ANSUR (2012)
,99.9,,,101.9,,111.5,Cis woman,ANSUR (2012)
,86.5,,,78.4,,106.0,Cis woman,ANSUR (2012)
,99.8,,,91.7,,102.3,Cis woman,ANSUR (2012)
,93.0,,,86.5,,103.2,Cis woman,ANSUR (2012)
,93.4,,,84.7,,101.5,Cis woman,ANSUR (2012)
,85.6,,,78.5,,101.1,Cis woman,ANSUR (2012)
,97.9,,,100.4,,108.4,Cis woman,ANSUR (2012)
,85.2,,,75.9,,94.5,Cis woman,ANSUR (2012)
,101.4,,,95.5,,110.4,Cis woman,ANSUR (2012)
,84.1,,,69.4,,94.7,Cis woman,ANSUR (2012)
,105.7,,,106.8,,120.5,Cis woman,ANSUR (2012)
,98.6,,,94.8,,99.9,Cis woman,ANSUR (2012)
,95.1,,,91.2,,104.5,Cis woman,ANSUR (2012)
,106.8,,,98.9,,102.7,Cis woman,ANSUR (2012)
,94.5,,,88.7,,105.1,Cis woman,ANSUR (2012)
,82.6,,,69.8,,87.1,Cis woman,ANSUR (2012)
,97.8,,,82.2,,97.5,Cis woman,ANSUR (2012)
,97.8,,,88.5,,102.7,Cis woman,ANSUR (2012)
,87.0,,,76.4,,94.7,Cis woman,ANSUR (2012)
,108.0,,,94.3,,96.6,Cis woman,ANSUR (2012)
,92.1,,,80.9,,95.1,Cis woman,ANSUR (2012)
,84.6,,,73.9,,87.4,Cis woman,ANSUR (2012)
,95.9,,,82.6,,96.0,Cis woman,ANSUR (2012)
,102.2,,,96.2,,103.0,Cis woman,ANSUR (2012)
,87.8,,,84.9,,102.9,Cis woman,ANSUR (2012)
,102.9,,,95.1,,104.8,Cis woman,ANSUR (2012)
,93.6,,,88.9,,108.3,Cis woman,ANSUR (2012)
,83.4,,,79.0,,97.4,Cis woman,ANSUR (2012)
,93.1,,,81.1,,96.6,Cis woman,ANSUR (2012)
,98.1,,,83.1,,99.1,Cis woman,ANSUR (2012)
,103.7,,,95.8,,106.9,Cis woman,ANSUR (2012)
,98.1,,,76.1,,95.5,Cis woman,ANSUR (2012)
,105.2,,,107.0,,107.9,Cis woman,ANSUR (2012)
,102.8,,,92.3,,100.5,Cis woman,ANSUR (2012)
,94.6,,,94.9,,105.5,Cis woman,ANSUR (2012)
,93.0,,,85.8,,97.6,Cis woman,ANSUR (2012)
,93.7,,,85.9,,104.1,Cis woman,ANSUR (2012)
,81.0,,,72.1,,87.6,Cis woman,ANSUR (2012)
,99.1,,,90.8,,106.9,Cis woman,ANSUR (2012)
,98.5,,,88.0,,103.0,Cis woman,ANSUR (2012)
,84.4,,,75.9,,90.2,Cis woman,ANSUR (2012)
,96.5,,,91.9,,103.3,Cis woman,ANSUR (2012)
,98.5,,,90.8,,98.0,Cis woman,ANSUR (2012)
,86.2,,,73.1,,96.5,Cis woman,ANSUR (2012)
,86.3,,,82.0,,97.5,Cis woman,ANSUR (2012)
,87.0,,,82.1,,93.2,Cis woman,ANSUR (2012)
,81.5,,,74.0,,105.4,Cis woman,ANSUR (2012)
,105.7,,,102.4,,110.0,Cis woman,ANSUR (2012)
,113.7,,,93.2,,109.0,Cis woman,ANSUR (2012)
,87.4,,,82.7,,98.1,Cis woman,ANSUR (2012)
,100.4,,,89.6,,106.1,Cis woman,ANSUR (2012)
,84.4,,,73.8,,96.8,Cis woman,ANSUR (2012)
,95.0,,,83.2,,103.3,Cis woman,ANSUR (2012)
,101.3,,,85.1,,104.2,Cis woman,ANSUR (2012)
,96.0,,,85.9,,104.9,Cis woman,ANSUR (2012)
,99.2,,,90.6,,105.0,Cis woman,ANSUR (2012)
,106.9,,,102.8,,113.6,Cis woman,ANSUR (2012)
,83.8,,,78.6,,99.0,Cis woman,ANSUR (2012)
,96.2,,,85.3,,96.6,Cis woman,ANSUR (2012)
,89.9,,,74.5,,95.0,Cis woman,ANSUR (2012)
,82.8,,,73.7,,92.5,Cis woman,ANSUR (2012)
,94.0,,,80.2,,99.8,Cis woman,ANSUR (2012)
,115.6,,,104.5,,111.4,Cis woman,ANSUR (2012)
,88.6,,,76.3,,92.5,Cis woman,ANSUR (2012)
,99.1,,,95.5,,109.0,Cis woman,ANSUR (2012)
,89.9,,,71.9,,92.0,Cis woman,ANSUR (2012)
,88.9,,,74.6,,93.5,Cis woman,ANSUR (2012)
,90.7,,,87.4,,103.5,Cis woman,ANSUR (2012)
,94.0,,,77.2,,101.8,Cis woman,ANSUR (2012)
,94.9,,,80.2,,97.2,Cis woman,ANSUR (2012)
,86.6,,,71.9,,97.4,Cis woman,ANSUR (2012)
,90.7,,,86.2,,95.5,Cis woman,ANSUR (2012)
,98.3,,,104.4,,108.8,Cis woman,ANSUR (2012)
,89.5,,,81.7,,100.1,Cis woman,ANSUR (2012)
,89.2,,,81.7,,99.7,Cis woman,ANSUR (2012)
,87.5,,,81.6,,95.5,Cis woman,ANSUR (2012)
,101.2,,,93.9,,113.9,Cis woman,ANSUR (2012)
,102.6,,,86.3,,103.5,Cis woman,ANSUR (2012)
,97.7,,,91.5,,106.4,Cis woman,ANSUR (2012)
,81.2,,,76.4,,93.2,Cis woman,ANSUR (2012)
,91.3,,,89.9,,106.8,Cis woman,ANSUR (2012)
,94.3,,,78.2,,93.3,Cis woman,ANSUR (2012)
,103.2,,,89.7,,105.1,Cis woman,ANSUR (2012)
,87.8,,,81.7,,100.8,Cis woman,ANSUR (2012)
,97.1,,,90.0,,106.2,Cis woman,ANSUR (2012)
,90.6,,,83.0,,100.9,Cis woman,ANSUR (2012)
,102.4,,,94.7,,106.2,Cis woman,ANSUR (2012)
,102.8,,,95.8,,105.0,Cis woman,ANSUR (2012)
,88.1,,,76.7,,98.1,Cis woman,ANSUR (2012)
,91.9,,,77.7,,94.8,Cis woman,ANSUR (2012)
,91.8,,,89.6,,108.1,Cis woman,ANSUR (2012)
,111.8,,,96.8,,99.2,Cis woman,ANSUR (2012)
,113.0,,,99.7,,110.1,Cis woman,ANSUR (2012)
,100.2,,,87.9,,105.8,Cis woman,ANSUR (2012)
,103.9,,,100.0,,103.0,Cis woman,ANSUR (2012)
,93.4,,,93.1,,107.8,Cis woman,ANSUR (2012)
,84.4,,,74.8,,91.6,Cis woman,ANSUR (2012)
,82.1,,,73.4,,94.0,Cis woman,ANSUR (2012)
,107.2,,,102.1,,117.1,Cis woman,ANSUR (2012)
,108.4,,,87.4,,101.6,Cis woman,ANSUR (2012)
,91.8,,,80.3,,99.2,Cis woman,ANSUR (2012)
,103.2,,,93.5,,101.7,Cis woman,ANSUR (2012)
,97.1,,,81.0,,98.3,Cis woman,ANSUR (2012)
,102.2,,,88.2,,102.1,Cis woman,ANSUR (2012)
,98.7,,,92.0,,108.4,Cis woman,ANSUR (2012)
,103.6,,,108.5,,109.9,Cis woman,ANSUR (2012)
,99.0,,,92.3,,100.3,Cis woman,ANSUR (2012)
,96.5,,,84.0,,97.3,Cis woman,ANSUR (2012)
,81.7,,,78.3,,92.0,Cis woman,ANSUR (2012)
,99.3,,,92.4,,107.6,Cis woman,ANSUR (2012)
,103.1,,,97.2,,104.0,Cis woman,ANSUR (2012)
,87.7,,,77.4,,98.1,Cis woman,ANSUR (2012)
,81.8,,,70.8,,92.6,Cis woman,ANSUR (2012)
,94.5,,,87.9,,109.2,Cis woman,ANSUR (2012)
,91.6,,,83.0,,101.0,Cis woman,ANSUR (2012)
,105.0,,,98.0,,115.0,Cis woman,ANSUR (2012)
,88.1,,,88.3,,101.0,Cis woman,ANSUR (2012)
,91.2,,,75.4,,93.3,Cis woman,ANSUR (2012)
,85.4,,,76.7,,95.6,Cis woman,ANSUR (2012)
,88.7,,,86.8,,95.8,Cis woman,ANSUR (2012)
,100.5,,,93.8,,97.9,Cis woman,ANSUR (2012)
,82.5,,,68.2,,83.6,Cis woman,ANSUR (2012)
,87.4,,,76.2,,97.8,Cis woman,ANSUR (2012)
,97.2,,,80.2,,102.0,Cis woman,ANSUR (2012)
,102.6,,,106.0,,114.4,Cis woman,ANSUR (2012)
,97.9,,,92.2,,106.0,Cis woman,ANSUR (2012)
,87.3,,,78.3,,97.4,Cis woman,ANSUR (2012)
,84.4,,,70.7,,87.7,Cis woman,ANSUR (2012)
,92.1,,,79.5,,106.1,Cis woman,ANSUR (2012)
,100.0,,,86.2,,105.9,Cis woman,ANSUR (2012)
,93.8,,,92.9,,97.4,Cis woman,ANSUR (2012)
,95.2,,,85.8,,105.6,Cis woman,ANSUR (2012)
,93.1,,,78.4,,106.7,Cis woman,ANSUR (2012)
,81.4,,,63.2,,83.2,Cis woman,ANSUR (2012)
,91.3,,,80.9,,95.1,Cis woman,ANSUR (2012)
,95.0,,,91.2,,107.1,Cis woman,ANSUR (2012)
,95.0,,,94.1,,107.9,Cis woman,ANSUR (2012)
,91.5,,,85.4,,105.5,Cis woman,ANSUR (2012)
,92.3,,,88.5,,100.4,Cis woman,ANSUR (2012)
,90.9,,,78.3,,95.7,Cis woman,ANSUR (2012)
,98.6,,,92.7,,104.5,Cis woman,ANSUR (2012)
,87.0,,,78.5,,99.1,Cis woman,ANSUR (2012)
,94.2,,,85.8,,103.1,Cis woman,ANSUR (2012)
,110.5,,,95.8,,101.5,Cis woman,ANSUR (2012)
,83.8,,,70.7,,94.6,Cis woman,ANSUR (2012)
,108.6,,,100.4,,103.7,Cis woman,ANSUR (2012)
,98.5,,,90.5,,105.5,Cis woman,ANSUR (2012)
,96.0,,,98.9,,100.2,Cis woman,ANSUR (2012)
,96.4,,,90.6,,106.6,Cis woman,ANSUR (2012)
,101.5,,,85.4,,106.5,Cis woman,ANSUR (2012)
,86.2,,,73.8,,93.2,Cis woman,ANSUR (2012)
,86.1,,,78.4,,91.9,Cis woman,ANSUR (2012)
,92.7,,,87.1,,98.9,Cis woman,ANSUR (2012)
,90.6,,,81.1,,96.5,Cis woman,ANSUR (2012)
,84.7,,,72.8,,92.3,Cis woman,ANSUR (2012)
,84.1,,,76.3,,86.7,Cis woman,ANSUR (2012)
,85.5,,,79.3,,95.0,Cis woman,ANSUR (2012)
,107.2,,,100.1,,109.3,Cis woman,ANSUR (2012)
,98.8,,,92.2,,105.4,Cis woman,ANSUR (2012)
,98.4,,,82.9,,101.9,Cis woman,ANSUR (2012)
,93.8,,,85.0,,105.7,Cis woman,ANSUR (2012)
,86.6,,,73.1,,91.7,Cis woman,ANSUR (2012)
,106.3,,,99.6,,104.2,Cis woman,ANSUR (2012)
,94.9,,,87.1,,109.1,Cis woman,ANSUR (2012)
,98.2,,,103.6,,100.8,Cis woman,ANSUR (2012)
,93.5,,,83.5,,102.1,Cis woman,ANSUR (2012)
,84.5,,,66.5,,88.4,Cis woman,ANSUR (2012)
,83.6,,,67.1,,92.0,Cis woman,ANSUR (2012)
,94.9,,,76.9,,97.7,Cis woman,ANSUR (2012)
,95.4,,,85.0,,96.4,Cis woman,ANSUR (2012)
,94.0,,,93.6,,105.1,Cis woman,ANSUR (2012)
,91.5,,,75.8,,96.5,Cis woman,ANSUR (2012)
,92.5,,,88.8,,101.4,Cis woman,ANSUR (2012)
,103.2,,,94.1,,102.2,Cis woman,ANSUR (2012)
,98.8,,,81.2,,115.9,Cis woman,ANSUR (2012)
,83.8,,,70.4,,91.0,Cis woman,ANSUR (2012)
,99.2,,,102.7,,105.7,Cis woman,ANSUR (2012)
,96.9,,,88.5,,96.9,Cis woman,ANSUR (2012)
,95.7,,,87.2,,102.1,Cis woman,ANSUR (2012)
,109.3,,,104.1,,112.6,Cis woman,ANSUR (2012)
,99.7,,,85.9,,102.3,Cis woman,ANSUR (2012)
,109.0,,,102.2,,111.5,Cis woman,ANSUR (2012)
,92.3,,,79.0,,101.3,Cis woman,ANSUR (2012)
,84.4,,,71.1,,91.4,Cis woman,ANSUR (2012)
,101.1,,,94.1,,107.7,Cis woman,ANSUR (2012)
,99.7,,,107.6,,110.8,Cis woman,ANSUR (2012)
,94.3,,,79.7,,98.3,Cis woman,ANSUR (2012)
,93.4,,,90.4,,106.3,Cis woman,ANSUR (2012)
,103.1,,,97.9,,113.5,Cis woman,ANSUR (2012)
,98.5,,,88.8,,111.4,Cis woman,ANSUR (2012)
,93.5,,,76.9,,96.9,Cis woman,ANSUR (2012)
,87.2,,,80.7,,98.5,Cis woman,ANSUR (2012)
,99.6,,,83.9,,97.8,Cis woman,ANSUR (2012)
,99.4,,,97.5,,106.3,Cis woman,ANSUR (2012)
,113.1,,,112.7,,113.1,Cis woman,ANSUR (2012)
,96.6,,,93.0,,111.5,Cis woman,ANSUR (2012)
,90.8,,,90.7,,100.6,Cis woman,ANSUR (2012)
,98.5,,,91.9,,100.4,Cis woman,ANSUR (2012)
,89.6,,,83.9,,100.7,Cis woman,ANSUR (2012)
,86.4,,,69.7,,93.4,Cis woman,ANSUR (2012)
,109.5,,,108.8,,115.8,Cis woman,ANSUR (2012)
,89.0,,,80.5,,97.1,Cis woman,ANSUR (2012)
,96.5,,,84.4,,101.8,Cis woman,ANSUR (2012)
,95.8,,,91.5,,101.1,Cis woman,ANSUR (2012)
,92.6,,,86.2,,104.6,Cis woman,ANSUR (2012)
,87.8,,,83.5,,103.5,Cis woman,ANSUR (2012)
,95.1,,,100.0,,107.9,Cis woman,ANSUR (2012)
,85.8,,,78.9,,99.7,Cis woman,ANSUR (2012)
,87.0,,,77.7,,97.5,Cis woman,ANSUR (2012)
,87.5,,,79.6,,92.5,Cis woman,ANSUR (2012)
,113.9,,,101.7,,114.2,Cis woman,ANSUR (2012)
,106.4,,,107.4,,115.2,Cis woman,ANSUR (2012)
,92.3,,,68.8,,92.1,Cis woman,ANSUR (2012)
,86.1,,,71.3,,92.1,Cis woman,ANSUR (2012)
,105.7,,,103.5,,109.2,Cis woman,ANSUR (2012)
,89.6,,,82.7,,94.2,Cis woman,ANSUR (2012)
,99.1,,,95.0,,108.2,Cis woman,ANSUR (2012)
,90.4,,,80.5,,100.6,Cis woman,ANSUR (2012)
,98.1,,,89.6,,102.0,Cis woman,ANSUR (2012)
,104.6,,,90.5,,111.8,Cis woman,ANSUR (2012)
,95.2,,,83.3,,94.3,Cis woman,ANSUR (2012)
,106.7,,,105.5,,120.6,Cis woman,ANSUR (2012)
,110.5,,,107.1,,114.6,Cis woman,ANSUR (2012)
,119.6,,,111.1,,117.6,Cis woman,ANSUR (2012)
,99.9,,,87.1,,102.2,Cis woman,ANSUR (2012)
,105.2,,,96.9,,115.1,Cis woman,ANSUR (2012)
,101.4,,,94.2,,107.9,Cis woman,ANSUR (2012)
,104.8,,,96.4,,111.7,Cis woman,ANSUR (2012)
,89.6,,,88.7,,100.5,Cis woman,ANSUR (2012)
,94.3,,,83.8,,103.7,Cis woman,ANSUR (2012)
,89.9,,,82.6,,108.1,Cis woman,ANSUR (2012)
,99.6,,,95.0,,108.7,Cis woman,ANSUR (2012)
,91.1,,,81.9,,103.8,Cis woman,ANSUR (2012)
,100.5,,,92.0,,99.9,Cis woman,ANSUR (2012)
,87.3,,,74.4,,97.7,Cis woman,ANSUR (2012)
,97.6,,,88.0,,102.6,Cis woman,ANSUR (2012)
,83.4,,,74.0,,86.8,Cis woman,ANSUR (2012)
,98.6,,,82.9,,112.1,Cis woman,ANSUR (2012)
,106.2,,,102.9,,110.0,Cis woman,ANSUR (2012)
,100.4,,,97.3,,110.4,Cis woman,ANSUR (2012)
,89.6,,,84.5,,95.5,Cis woman,ANSUR (2012)
,86.1,,,82.8,,96.1,Cis woman,ANSUR (2012)
,95.1,,,102.0,,111.3,Cis woman,ANSUR (2012)
,77.2,,,67.5,,87.1,Cis woman,ANSUR (2012)
,103.4,,,100.7,,114.0,Cis woman,ANSUR (2012)
,89.9,,,85.8,,99.7,Cis woman,ANSUR (2012)
,95.5,,,80.4,,97.3,Cis woman,ANSUR (2012)
,86.7,,,81.1,,94.4,Cis woman,ANSUR (2012)
,97.1,,,86.4,,103.0,Cis woman,ANSUR (2012)
,96.6,,,87.1,,103.6,Cis woman,ANSUR (2012)
,80.0,,,82.4,,93.3,Cis woman,ANSUR (2012)
,81.2,,,72.4,,90.9,Cis woman,ANSUR (2012)
,94.6,,,84.9,,98.8,Cis woman,ANSUR (2012)
,100.8,,,91.8,,105.0,Cis woman,ANSUR (2012)
,97.1,,,82.9,,98.7,Cis woman,ANSUR (2012)
,91.8,,,79.9,,96.6,Cis woman,ANSUR (2012)
,98.7,,,101.7,,110.1,Cis woman,ANSUR (2012)
,96.9,,,90.0,,107.3,Cis woman,ANSUR (2012)
,97.9,,,91.7,,103.9,Cis woman,ANSUR (2012)
,101.7,,,97.0,,116.5,Cis woman,ANSUR (2012)
,105.8,,,88.4,,94.4,Cis woman,ANSUR (2012)
,88.7,,,79.6,,97.3,Cis woman,ANSUR (2012)
,85.9,,,78.5,,93.8,Cis woman,ANSUR (2012)
,98.0,,,87.0,,98.5,Cis woman,ANSUR (2012)
,103.7,,,90.5,,108.3,Cis woman,ANSUR (2012)
,98.4,,,95.8,,110.0,Cis woman,ANSUR (2012)
,95.9,,,85.5,,102.1,Cis woman,ANSUR (2012)
,98.8,,,86.9,,101.0,Cis woman,ANSUR (2012)
,90.0,,,87.5,,106.4,Cis woman,ANSUR (2012)
,82.7,,,72.2,,98.5,Cis woman,ANSUR (2012)
,108.9,,,103.4,,108.9,Cis woman,ANSUR (2012)
,89.5,,,75.7,,90.8,Cis woman,ANSUR (2012)
,102.4,,,99.5,,103.5,Cis woman,ANSUR (2012)
,94.8,,,81.2,,102.9,Cis woman,ANSUR (2012)
,113.1,,,95.4,,111.9,Cis woman,ANSUR (2012)
,98.8,,,92.8,,103.9,Cis woman,ANSUR (2012)
,109.8,,,104.9,,108.2,Cis woman,ANSUR (2012)
,103.3,,,95.8,,106.4,Cis woman,ANSUR (2012)
,96.0,,,91.2,,108.4,Cis woman,ANSUR (2012)
,95.5,,,82.2,,98.9,Cis woman,ANSUR (2012)
,102.3,,,93.5,,100.4,Cis woman,ANSUR (2012)
,100.0,,,95.7,,103.7,Cis woman,ANSUR (2012)
,86.6,,,70.7,,91.1,Cis woman,ANSUR (2012)
,88.1,,,77.1,,100.1,Cis woman,ANSUR (2012)
,95.0,,,80.6,,100.9,Cis woman,ANSUR (2012)
,102.0,,,100.2,,99.8,Cis woman,ANSUR (2012)
,115.9,,,104.4,,113.8,Cis woman,ANSUR (2012)
,86.6,,,81.5,,97.5,Cis woman,ANSUR (2012)
,90.8,,,75.2,,104.8,Cis woman,ANSUR (2012)
,88.3,,,83.1,,94.1,Cis woman,ANSUR (2012)
,99.3,,,88.0,,109.9,Cis woman,ANSUR (2012)
,92.0,,,81.7,,106.2,Cis woman,ANSUR (2012)
,112.2,,,93.8,,107.5,Cis woman,ANSUR (2012)
,82.9,,,79.7,,96.4,Cis woman,ANSUR (2012)
,92.5,,,77.3,,103.6,Cis woman,ANSUR (2012)
,109.6,,,110.3,,123.7,Cis woman,ANSUR (2012)
,86.2,,,67.9,,88.3,Cis woman,ANSUR (2012)
,105.9,,,105.5,,118.4,Cis woman,ANSUR (2012)
,108.6,,,85.6,,100.0,Cis woman,ANSUR (2012)
,96.8,,,86.8,,96.7,Cis woman,ANSUR (2012)
,90.8,,,81.8,,106.8,Cis woman,ANSUR (2012)
,95.6,,,84.6,,104.7,Cis woman,ANSUR (2012)
,104.3,,,103.2,,114.8,Cis woman,ANSUR (2012)
,100.3,,,91.1,,112.8,Cis woman,ANSUR (2012)
,82.5,,,65.0,,91.2,Cis woman,ANSUR (2012)
,89.9,,,80.4,,99.1,Cis woman,ANSUR (2012)
,95.8,,,88.0,,103.4,Cis woman,ANSUR (2012)
,102.8,,,97.0,,106.3,Cis woman,ANSUR (2012)
,95.7,,,84.1,,98.6,Cis woman,ANSUR (2012)
,100.7,,,94.9,,110.1,Cis woman,ANSUR (2012)
,84.2,,,76.6,,96.0,Cis woman,ANSUR (2012)
,88.4,,,81.1,,99.4,Cis woman,ANSUR (2012)
,99.2,,,97.8,,104.7,Cis woman,ANSUR (2012)
,91.3,,,73.8,,102.4,Cis woman,ANSUR (2012)
,115.2,,,100.1,,106.7,Cis woman,ANSUR (2012)
,83.6,,,70.5,,88.8,Cis woman,ANSUR (2012)
,95.7,,,90.1,,98.5,Cis woman,ANSUR (2012)
,75.7,,,62.0,,83.2,Cis woman,ANSUR (2012)
,98.5,,,100.0,,108.1,Cis woman,ANSUR (2012)
,103.6,,,95.2,,103.4,Cis woman,ANSUR (2012)
,94.3,,,82.3,,99.9,Cis woman,ANSUR (2012)
,96.0,,,91.9,,107.6,Cis woman,ANSUR (2012)
,87.5,,,88.6,,105.1,Cis woman,ANSUR (2012)
,87.9,,,79.1,,95.0,Cis woman,ANSUR (2012)
,93.5,,,79.4,,98.3,Cis woman,ANSUR (2012)
,88.6,,,82.2,,102.5,Cis woman,ANSUR (2012)
,101.8,,,99.6,,112.8,Cis woman,ANSUR (2012)
,92.9,,,79.8,,96.2,Cis woman,ANSUR (2012)
,93.5,,,79.5,,103.9,Cis woman,ANSUR (2012)
,93.2,,,94.0,,105.0,Cis woman,ANSUR (2012)
,90.6,,,71.6,,97.3,Cis woman,ANSUR (2012)
,115.0,,,116.4,,125.0,Cis woman,ANSUR (2012)
,99.1,,,87.0,,114.7,Cis woman,ANSUR (2012)
