overbust,bust,underbust,natural waist,waist,low waist,hip,gender,study
85.1,88.2,76.7,72.1,,69.8,90.8,Cis woman,ANSUR (1988)
85.5,88.3,74.2,66.8,,74.1,97.6,Cis woman,ANSUR (1988)
93.8,95.7,79.4,74.1,,76.1,98.2,Cis woman,ANSUR (1988)
90.3,91.2,75.7,72.8,,82.0,95.4,Cis woman,ANSUR (1988)
91.1,91.3,79.3,75.1,,71.8,93.8,Cis woman,ANSUR (1988)
81.9,81.2,69.2,65.0,,70.3,92.1,Cis woman,ANSUR (1988)
85.3,84.8,74.3,71.8,,77.0,95.2,Cis woman,ANSUR (1988)
92.2,92.3,80.8,74.0,,76.5,101.0,Cis woman,ANSUR (1988)
82.9,81.1,71.2,62.6,,66.2,89.6,Cis woman,ANSUR (1988)
80.8,81.5,70.5,63.3,,69.9,86.5,Cis woman,ANSUR (1988)
82.1,86.1,74.2,68.7,,71.0,93.4,Cis woman,ANSUR (1988)
86.3,87.5,71.5,64.9,,74.4,97.6,Cis woman,ANSUR (1988)
99.2,99.2,82.3,85.5,,96.1,108.3,Cis woman,ANSUR (1988)
91.9,98.7,72.1,70.4,,79.6,104.3,Cis woman,ANSUR (1988)
100.3,106.0,90.7,91.8,,105.1,107.0,Cis woman,ANSUR (1988)
88.8,92.0,81.5,79.1,,93.4,102.1,Cis woman,ANSUR (1988)
83.4,84.3,75.4,70.0,,84.2,98.7,Cis woman,ANSUR (1988)
94.7,99.8,83.8,77.0,,89.7,102.0,Cis woman,ANSUR (1988)
82.5,81.6,72.4,65.9,,67.1,93.9,Cis woman,ANSUR (1988)
86.0,87.4,72.5,70.4,,80.9,92.1,Cis woman,ANSUR (1988)
89.8,98.4,78.2,77.9,,94.0,100.8,Cis woman,ANSUR (1988)
84.4,85.8,73.8,70.5,,85.4,91.9,Cis woman,ANSUR (1988)
85.5,86.5,71.3,67.1,,68.5,89.9,Cis woman,ANSUR (1988)
86.6,90.0,78.0,72.5,,76.4,99.1,Cis woman,ANSUR (1988)
97.5,99.7,82.8,80.8,,93.2,107.0,Cis woman,ANSUR (1988)
85.0,86.3,75.1,65.5,,71.0,96.1,Cis woman,ANSUR (1988)
88.9,89.8,76.8,66.8,,75.1,90.8,Cis woman,ANSUR (1988)
82.1,86.5,72.1,70.0,,78.4,100.8,Cis woman,ANSUR (1988)
86.4,88.5,74.6,69.6,,72.5,92.1,Cis woman,ANSUR (1988)
88.4,88.6,76.5,72.3,,82.0,101.5,Cis woman,ANSUR (1988)
79.0,80.8,71.4,61.7,,65.2,89.6,Cis woman,ANSUR (1988)
85.1,82.4,71.8,68.0,,71.8,93.4,Cis woman,ANSUR (1988)
94.3,96.9,79.7,76.0,,81.3,104.1,Cis woman,ANSUR (1988)
89.7,93.6,80.5,76.2,,87.2,101.9,Cis woman,ANSUR (1988)
89.9,95.6,80.8,77.4,,83.4,104.8,Cis woman,ANSUR (1988)
85.8,86.8,77.7,68.2,,74.6,92.8,Cis woman,ANSUR (1988)
85.6,84.5,71.6,67.2,,71.0,88.4,Cis woman,ANSUR (1988)
87.2,87.6,76.2,66.7,,72.0,88.8,Cis woman,ANSUR (1988)
83.1,80.4,70.6,64.7,,70.0,88.8,Cis woman,ANSUR (1988)
78.5,80.6,71.6,71.4,,71.8,96.0,Cis woman,ANSUR (1988)
94.5,95.9,78.2,75.9,,76.5,105.4,Cis woman,ANSUR (1988)
96.2,98.1,81.5,75.3,,78.5,102.2,Cis woman,ANSUR (1988)
101.3,105.0,90.8,84.9,,91.3,100.5,Cis woman,ANSUR (1988)
93.8,95.3,83.1,71.1,,70.2,97.8,Cis woman,ANSUR (1988)
90.3,96.2,76.3,72.2,,87.8,95.2,Cis woman,ANSUR (1988)
96.6,96.4,82.8,75.9,,83.7,102.2,Cis woman,ANSUR (1988)
81.4,83.3,73.4,70.2,,76.7,99.5,Cis woman,ANSUR (1988)
89.1,90.1,77.8,72.4,,77.8,94.8,Cis woman,ANSUR (1988)
83.4,84.6,73.6,71.7,,72.5,94.5,Cis woman,ANSUR (1988)
103.6,107.8,88.6,87.1,,93.0,106.3,Cis woman,ANSUR (1988)
86.3,84.4,71.3,65.2,,76.7,99.8,Cis woman,ANSUR (1988)
85.6,87.4,75.5,69.3,,69.0,91.5,Cis woman,ANSUR (1988)
94.0,94.4,79.2,77.5,,77.8,101.7,Cis woman,ANSUR (1988)
80.4,79.4,74.5,67.8,,73.2,95.2,Cis woman,ANSUR (1988)
82.1,85.5,71.5,69.8,,74.1,89.7,Cis woman,ANSUR (1988)
83.4,90.7,75.1,71.8,,74.5,91.0,Cis woman,ANSUR (1988)
87.2,91.6,76.2,68.3,,73.9,100.6,Cis woman,ANSUR (1988)
82.7,87.8,73.9,67.8,,69.6,89.5,Cis woman,ANSUR (1988)
84.7,85.5,77.1,68.7,,70.1,93.2,Cis woman,ANSUR (1988)
95.1,99.5,84.3,81.7,,89.7,103.8,Cis woman,ANSUR (1988)
85.9,92.3,81.2,71.6,,74.5,92.8,Cis woman,ANSUR (1988)
81.8,78.6,72.3,64.7,,65.0,84.9,Cis woman,ANSUR (1988)
90.9,97.8,81.3,80.2,,98.9,104.1,Cis woman,ANSUR (1988)
92.1,94.7,79.2,74.6,,83.7,91.5,Cis woman,ANSUR (1988)
84.3,85.1,73.8,69.8,,69.3,94.8,Cis woman,ANSUR (1988)
88.7,88.0,74.9,69.5,,78.0,99.2,Cis woman,ANSUR (1988)
81.2,83.8,73.0,68.3,,77.3,92.3,Cis woman,ANSUR (1988)
83.2,85.5,73.3,67.2,,70.2,92.6,Cis woman,ANSUR (1988)
93.7,99.4,82.5,78.8,,86.8,100.1,Cis woman,ANSUR (1988)
94.2,94.1,78.7,77.1,,86.9,100.8,Cis woman,ANSUR (1988)
88.6,92.7,78.8,77.2,,86.9,106.2,Cis woman,ANSUR (1988)
88.2,89.3,77.3,83.5,,95.4,105.5,Cis woman,ANSUR (1988)
93.9,96.9,80.8,77.8,,85.8,96.7,Cis woman,ANSUR (1988)
89.5,91.9,76.8,72.0,,77.8,95.4,Cis woman,ANSUR (1988)
80.7,83.7,73.4,67.1,,66.5,93.0,Cis woman,ANSUR (1988)
78.8,83.7,72.7,69.1,,75.5,89.3,Cis woman,ANSUR (1988)
90.1,96.4,83.1,78.6,,87.1,97.0,Cis woman,ANSUR (1988)
90.8,91.6,75.3,71.4,,75.5,97.7,Cis woman,ANSUR (1988)
89.9,90.3,82.0,74.6,,84.0,95.8,Cis woman,ANSUR (1988)
81.9,85.9,72.6,65.8,,69.9,83.5,Cis woman,ANSUR (1988)
97.1,100.7,86.0,80.5,,91.9,113.9,Cis woman,ANSUR (1988)
83.4,89.3,73.3,64.6,,68.3,92.0,Cis woman,ANSUR (1988)
86.6,85.2,74.0,65.3,,69.3,88.2,Cis woman,ANSUR (1988)
93.6,95.7,80.9,78.4,,89.2,100.0,Cis woman,ANSUR (1988)
89.8,93.4,78.8,73.5,,85.3,99.3,Cis woman,ANSUR (1988)
96.3,102.5,86.2,80.7,,93.5,101.3,Cis woman,ANSUR (1988)
88.3,85.9,74.7,69.6,,75.8,88.3,Cis woman,ANSUR (1988)
84.2,84.8,72.3,65.3,,75.4,91.1,Cis woman,ANSUR (1988)
93.1,102.7,82.8,81.3,,86.3,98.0,Cis woman,ANSUR (1988)
90.2,96.3,79.7,71.9,,78.6,100.5,Cis woman,ANSUR (1988)
86.2,87.5,73.8,67.4,,72.0,86.6,Cis woman,ANSUR (1988)
90.5,89.1,75.0,68.7,,78.6,97.3,Cis woman,ANSUR (1988)
85.7,82.5,75.8,66.5,,71.0,91.2,Cis woman,ANSUR (1988)
87.7,84.3,75.1,67.9,,72.0,90.7,Cis woman,ANSUR (1988)
93.2,95.0,76.3,70.6,,76.3,100.7,Cis woman,ANSUR (1988)
87.7,84.9,74.5,73.3,,82.6,99.3,Cis woman,ANSUR (1988)
88.2,88.2,75.4,62.8,,63.6,87.1,Cis woman,ANSUR (1988)
84.0,85.3,71.8,64.3,,69.1,92.7,Cis woman,ANSUR (1988)
86.6,86.5,74.4,65.0,,73.3,98.8,Cis woman,ANSUR (1988)
91.5,98.5,82.2,79.5,,86.3,101.0,Cis woman,ANSUR (1988)
82.7,81.4,73.3,67.3,,70.2,94.3,Cis woman,ANSUR (1988)
90.3,89.7,77.7,72.5,,77.1,104.9,Cis woman,ANSUR (1988)
92.2,99.5,78.8,84.5,,94.1,102.5,Cis woman,ANSUR (1988)
84.7,84.3,72.2,69.3,,74.1,89.8,Cis woman,ANSUR (1988)
99.7,104.5,88.1,86.7,,95.5,106.1,Cis woman,ANSUR (1988)
86.5,89.1,75.9,74.0,,84.3,96.2,Cis woman,ANSUR (1988)
83.7,88.0,77.1,67.4,,77.2,94.4,Cis woman,ANSUR (1988)
82.9,83.0,71.8,64.8,,68.8,87.9,Cis woman,ANSUR (1988)
88.9,92.4,75.3,70.9,,81.7,98.3,Cis woman,ANSUR (1988)
88.8,88.8,76.4,71.6,,83.4,102.8,Cis woman,ANSUR (1988)
80.1,83.8,73.9,72.1,,86.2,99.9,Cis woman,ANSUR (1988)
94.0,93.0,73.8,72.3,,81.5,94.3,Cis woman,ANSUR (1988)
97.1,103.8,82.9,80.9,,93.0,106.6,Cis woman,ANSUR (1988)
93.0,94.8,79.5,82.9,,92.5,104.6,Cis woman,ANSUR (1988)
85.9,85.9,69.8,69.3,,74.3,91.5,Cis woman,ANSUR (1988)
86.5,90.4,76.2,72.8,,79.1,93.1,Cis woman,ANSUR (1988)
86.0,83.1,71.9,70.3,,73.8,94.5,Cis woman,ANSUR (1988)
99.2,100.7,81.1,80.2,,92.5,102.4,Cis woman,ANSUR (1988)
87.4,88.2,74.8,73.1,,80.4,93.9,Cis woman,ANSUR (1988)
91.0,93.0,81.6,79.1,,85.5,98.5,Cis woman,ANSUR (1988)
93.0,102.7,86.0,82.1,,94.2,102.7,Cis woman,ANSUR (1988)
85.8,86.8,79.0,72.5,,79.7,102.1,Cis woman,ANSUR (1988)
83.2,86.4,76.0,63.9,,66.6,91.8,Cis woman,ANSUR (1988)
76.9,78.6,67.1,65.4,,78.0,96.3,Cis woman,ANSUR (1988)
89.8,93.3,74.0,74.5,,91.2,94.4,Cis woman,ANSUR (1988)
84.0,90.6,77.0,73.0,,86.8,94.5,Cis woman,ANSUR (1988)
80.1,82.5,74.2,65.0,,67.1,85.5,Cis woman,ANSUR (1988)
89.1,90.3,74.8,71.0,,78.5,100.8,Cis woman,ANSUR (1988)
94.5,96.1,85.2,75.1,,82.7,99.0,Cis woman,ANSUR (1988)
89.5,90.9,74.7,68.3,,84.8,93.8,Cis woman,ANSUR (1988)
83.7,83.8,71.5,67.6,,75.3,93.5,Cis woman,ANSUR (1988)
95.9,98.5,86.4,83.5,,101.8,102.0,Cis woman,ANSUR (1988)
95.2,97.5,81.8,79.5,,78.2,103.7,Cis woman,ANSUR (1988)
79.1,80.7,67.7,61.7,,68.0,90.2,Cis woman,ANSUR (1988)
104.9,108.3,98.8,96.6,,108.5,114.5,Cis woman,ANSUR (1988)
85.5,86.5,72.8,67.3,,76.0,95.4,Cis woman,ANSUR (1988)
86.8,86.5,74.2,69.4,,74.1,94.4,Cis woman,ANSUR (1988)
83.0,81.0,69.2,66.2,,72.6,91.1,Cis woman,ANSUR (1988)
87.5,88.2,77.4,68.8,,77.5,101.0,Cis woman,ANSUR (1988)
92.7,97.1,80.4,80.5,,102.5,113.0,Cis woman,ANSUR (1988)
90.0,95.7,77.2,73.5,,78.7,100.2,Cis woman,ANSUR (1988)
85.6,87.7,77.1,72.3,,75.6,97.9,Cis woman,ANSUR (1988)
83.3,86.2,73.3,67.7,,72.6,90.7,Cis woman,ANSUR (1988)
87.1,87.8,72.9,67.6,,76.3,98.3,Cis woman,ANSUR (1988)
97.0,95.1,85.3,78.4,,82.5,100.8,Cis woman,ANSUR (1988)
78.7,79.9,66.1,62.5,,71.9,90.5,Cis woman,ANSUR (1988)
88.0,90.1,74.7,76.5,,82.7,97.3,Cis woman,ANSUR (1988)
85.5,86.6,75.3,70.1,,85.5,96.2,Cis woman,ANSUR (1988)
76.2,78.7,65.1,60.9,,67.7,86.0,Cis woman,ANSUR (1988)
97.0,101.9,83.8,82.6,,99.1,108.4,Cis woman,ANSUR (1988)
94.3,95.8,78.8,72.0,,79.3,113.1,Cis woman,ANSUR (1988)
86.8,86.3,74.8,70.2,,83.7,98.1,Cis woman,ANSUR (1988)
81.7,82.7,73.8,68.1,,71.3,104.4,Cis woman,ANSUR (1988)
94.9,94.2,80.3,76.4,,81.3,96.7,Cis woman,ANSUR (1988)
91.1,92.9,77.9,75.3,,75.6,104.0,Cis woman,ANSUR (1988)
81.5,79.3,71.8,64.2,,66.4,87.0,Cis woman,ANSUR (1988)
88.8,94.8,80.9,77.0,,85.7,94.9,Cis woman,ANSUR (1988)
82.8,82.9,73.3,67.3,,74.6,89.0,Cis woman,ANSUR (1988)
89.2,90.8,78.0,69.7,,75.0,103.4,Cis woman,ANSUR (1988)
89.4,91.3,80.0,76.2,,84.3,102.1,Cis woman,ANSUR (1988)
86.5,82.0,71.6,66.5,,74.9,96.7,Cis woman,ANSUR (1988)
78.4,78.3,72.5,66.5,,71.6,86.7,Cis woman,ANSUR (1988)
87.0,90.6,73.9,68.2,,76.7,102.3,Cis woman,ANSUR (1988)
89.9,94.0,75.5,74.1,,83.4,98.4,Cis woman,ANSUR (1988)
84.7,83.6,72.3,69.3,,73.4,93.8,Cis woman,ANSUR (1988)
87.0,89.2,80.6,70.7,,85.6,98.3,Cis woman,ANSUR (1988)
90.3,90.1,76.8,72.1,,76.9,98.2,Cis woman,ANSUR (1988)
89.0,89.6,77.2,74.0,,82.2,98.5,Cis woman,ANSUR (1988)
78.7,76.9,67.0,61.3,,73.4,84.2,Cis woman,ANSUR (1988)
90.2,93.7,73.8,68.5,,71.2,93.4,Cis woman,ANSUR (1988)
83.7,85.5,73.8,66.0,,79.2,94.3,Cis woman,ANSUR (1988)
85.7,85.3,73.2,68.0,,71.7,95.1,Cis woman,ANSUR (1988)
93.7,94.2,78.8,76.8,,89.2,98.2,Cis woman,ANSUR (1988)
97.5,100.2,85.3,82.4,,95.8,103.1,Cis woman,ANSUR (1988)
98.1,101.1,88.0,86.8,,97.1,105.5,Cis woman,ANSUR (1988)
87.8,87.0,78.5,65.2,,69.0,91.8,Cis woman,ANSUR (1988)
99.4,97.9,85.2,86.1,,100.0,104.4,Cis woman,ANSUR (1988)
78.5,78.0,68.3,59.5,,63.5,85.7,Cis woman,ANSUR (1988)
92.2,91.3,82.5,78.8,,79.6,97.5,Cis woman,ANSUR (1988)
91.6,89.4,77.0,75.9,,94.3,101.9,Cis woman,ANSUR (1988)
85.9,94.1,74.4,73.0,,80.7,97.8,Cis woman,ANSUR (1988)
83.4,84.0,68.5,66.3,,72.5,90.4,Cis woman,ANSUR (1988)
88.1,95.2,78.0,73.1,,82.1,101.1,Cis woman,ANSUR (1988)
91.4,92.0,74.5,70.2,,72.6,95.9,Cis woman,ANSUR (1988)
101.9,103.0,87.1,87.5,,94.3,103.9,Cis woman,ANSUR (1988)
94.0,99.0,77.5,75.8,,82.4,98.0,Cis woman,ANSUR (1988)
89.5,88.8,78.0,75.8,,89.4,112.4,Cis woman,ANSUR (1988)
97.1,99.8,80.5,75.6,,78.6,104.2,Cis woman,ANSUR (1988)
88.8,90.1,75.0,70.7,,77.0,94.1,Cis woman,ANSUR (1988)
90.3,95.5,79.8,76.9,,86.8,100.1,Cis woman,ANSUR (1988)
91.9,96.2,83.7,76.0,,83.5,100.5,Cis woman,ANSUR (1988)
93.0,94.8,82.0,79.5,,85.9,104.6,Cis woman,ANSUR (1988)
94.0,96.1,82.5,76.1,,88.7,99.3,Cis woman,ANSUR (1988)
88.0,93.7,76.3,70.1,,81.1,93.6,Cis woman,ANSUR (1988)
88.8,89.2,77.8,73.7,,79.5,104.7,Cis woman,ANSUR (1988)
89.6,84.9,73.6,70.5,,74.8,91.7,Cis woman,ANSUR (1988)
80.8,82.1,68.2,65.0,,77.5,88.6,Cis woman,ANSUR (1988)
86.2,92.7,79.3,74.8,,74.3,92.4,Cis woman,ANSUR (1988)
87.9,84.6,71.8,64.2,,64.5,91.5,Cis woman,ANSUR (1988)
98.2,94.9,80.2,75.9,,89.9,99.9,Cis woman,ANSUR (1988)
82.6,78.8,71.2,64.7,,68.9,88.3,Cis woman,ANSUR (1988)
84.0,90.1,73.2,64.0,,68.8,93.8,Cis woman,ANSUR (1988)
82.9,85.0,69.1,64.0,,69.3,89.0,Cis woman,ANSUR (1988)
90.4,90.4,75.2,71.7,,86.3,97.7,Cis woman,ANSUR (1988)
87.5,91.3,76.2,69.2,,75.5,92.1,Cis woman,ANSUR (1988)
81.0,80.0,69.1,65.2,,68.0,91.4,Cis woman,ANSUR (1988)
89.3,90.0,75.7,69.0,,73.0,92.4,Cis woman,ANSUR (1988)
83.8,84.5,72.9,62.7,,64.9,92.1,Cis woman,ANSUR (1988)
83.1,87.0,74.3,68.9,,79.5,93.1,Cis woman,ANSUR (1988)
88.0,86.9,74.0,69.1,,69.0,94.5,Cis woman,ANSUR (1988)
85.7,83.5,70.3,69.8,,78.5,95.1,Cis woman,ANSUR (1988)
85.2,87.6,74.3,70.1,,74.7,96.2,Cis woman,ANSUR (1988)
92.7,94.1,78.8,80.2,,84.3,105.3,Cis woman,ANSUR (1988)
76.6,77.8,67.6,65.5,,69.2,94.6,Cis woman,ANSUR (1988)
90.2,89.7,76.8,73.4,,77.8,100.0,Cis woman,ANSUR (1988)
88.2,84.6,75.1,70.7,,77.6,97.5,Cis woman,ANSUR (1988)
88.8,89.4,75.3,71.5,,80.1,98.7,Cis woman,ANSUR (1988)
88.8,90.1,74.9,73.5,,88.5,97.2,Cis woman,ANSUR (1988)
79.6,83.4,69.5,69.3,,73.6,93.4,Cis woman,ANSUR (1988)
91.0,91.9,75.2,71.8,,80.7,96.1,Cis woman,ANSUR (1988)
82.3,89.3,69.5,64.8,,68.0,89.0,Cis woman,ANSUR (1988)
91.0,90.0,77.9,74.1,,79.2,95.5,Cis woman,ANSUR (1988)
86.7,90.4,80.0,72.2,,81.5,97.7,Cis woman,ANSUR (1988)
88.1,90.2,77.1,74.9,,86.8,101.7,Cis woman,ANSUR (1988)
91.4,90.3,76.5,71.2,,83.1,102.0,Cis woman,ANSUR (1988)
88.0,87.1,76.6,72.0,,79.4,97.6,Cis woman,ANSUR (1988)
76.8,79.8,67.6,62.2,,65.5,86.6,Cis woman,ANSUR (1988)
85.5,87.5,73.6,69.9,,85.8,97.5,Cis woman,ANSUR (1988)
77.3,79.9,68.0,61.8,,69.0,90.0,Cis woman,ANSUR (1988)
88.2,90.9,77.8,72.7,,74.9,96.4,Cis woman,ANSUR (1988)
88.7,91.3,74.5,74.6,,77.3,92.6,Cis woman,ANSUR (1988)
87.6,86.1,72.0,68.4,,70.3,97.8,Cis woman,ANSUR (1988)
82.8,81.8,72.4,71.5,,79.4,99.7,Cis woman,ANSUR (1988)
81.1,79.9,68.1,60.1,,62.8,84.3,Cis woman,ANSUR (1988)
87.5,89.1,72.0,70.3,,78.9,98.1,Cis woman,ANSUR (1988)
93.5,90.9,79.3,79.5,,92.3,102.9,Cis woman,ANSUR (1988)
91.1,93.4,74.8,70.8,,79.9,100.7,Cis woman,ANSUR (1988)
91.2,89.8,74.3,71.0,,73.1,99.2,Cis woman,ANSUR (1988)
92.1,96.2,81.7,80.5,,92.9,99.0,Cis woman,ANSUR (1988)
87.8,88.5,73.9,67.8,,70.2,92.1,Cis woman,ANSUR (1988)
92.6,100.9,75.2,75.8,,85.9,100.0,Cis woman,ANSUR (1988)
82.3,82.5,71.3,67.1,,69.9,92.8,Cis woman,ANSUR (1988)
78.9,79.7,66.8,62.0,,70.5,85.2,Cis woman,ANSUR (1988)
93.4,97.7,81.7,76.2,,76.9,95.4,Cis woman,ANSUR (1988)
89.0,90.3,84.1,71.8,,72.0,97.8,Cis woman,ANSUR (1988)
87.1,91.3,78.8,76.9,,84.3,100.1,Cis woman,ANSUR (1988)
90.6,91.2,77.2,72.1,,82.5,102.5,Cis woman,ANSUR (1988)
82.0,82.3,71.3,62.2,,66.3,84.4,Cis woman,ANSUR (1988)
98.4,99.5,82.2,83.3,,95.3,106.0,Cis woman,ANSUR (1988)
89.7,94.2,79.3,76.3,,80.3,99.7,Cis woman,ANSUR (1988)
83.5,82.2,71.3,68.2,,74.1,87.4,Cis woman,ANSUR (1988)
85.0,84.6,69.2,67.3,,74.3,89.3,Cis woman,ANSUR (1988)
86.4,85.0,72.6,70.5,,74.9,98.8,Cis woman,ANSUR (1988)
94.9,100.1,84.3,74.4,,74.7,98.4,Cis woman,ANSUR (1988)
82.5,83.3,76.8,68.5,,73.7,86.8,Cis woman,ANSUR (1988)
90.2,89.1,74.5,70.7,,75.5,97.6,Cis woman,ANSUR (1988)
85.0,95.3,73.6,73.7,,87.5,100.0,Cis woman,ANSUR (1988)
97.4,101.4,88.3,82.5,,88.1,101.7,Cis woman,ANSUR (1988)
88.2,87.1,73.7,69.2,,71.4,93.0,Cis woman,ANSUR (1988)
85.6,86.4,73.8,68.8,,72.5,91.1,Cis woman,ANSUR (1988)
88.8,90.5,74.5,69.4,,73.9,91.6,Cis woman,ANSUR (1988)
81.6,82.8,69.6,65.0,,71.0,84.6,Cis woman,ANSUR (1988)
91.7,89.0,75.5,73.5,,77.6,100.6,Cis woman,ANSUR (1988)
84.6,85.3,74.3,69.2,,81.1,99.0,Cis woman,ANSUR (1988)
87.2,87.1,76.5,70.2,,71.5,91.4,Cis woman,ANSUR (1988)
92.6,95.2,80.0,75.6,,82.1,103.5,Cis woman,ANSUR (1988)
91.1,92.8,77.8,78.3,,91.9,101.4,Cis woman,ANSUR (1988)
88.4,89.1,76.0,75.7,,83.0,106.0,Cis woman,ANSUR (1988)
92.0,92.9,78.3,75.1,,82.1,106.4,Cis woman,ANSUR (1988)
85.5,84.1,72.0,69.2,,76.9,93.1,Cis woman,ANSUR (1988)
87.9,88.2,74.4,69.6,,77.2,101.7,Cis woman,ANSUR (1988)
91.8,94.9,82.1,79.2,,89.7,103.9,Cis woman,ANSUR (1988)
96.0,95.9,78.0,75.5,,74.8,93.7,Cis woman,ANSUR (1988)
92.5,94.8,83.7,78.3,,81.3,101.5,Cis woman,ANSUR (1988)
93.6,102.2,83.0,91.1,,91.5,99.4,Cis woman,ANSUR (1988)
110.5,112.9,97.0,96.5,,105.8,112.5,Cis woman,ANSUR (1988)
84.8,86.4,70.9,67.6,,73.5,93.7,Cis woman,ANSUR (1988)
90.9,93.0,79.5,74.9,,79.0,100.2,Cis woman,ANSUR (1988)
89.1,89.4,74.8,69.8,,72.5,101.4,Cis woman,ANSUR (1988)
77.1,80.1,67.6,61.5,,67.8,88.2,Cis woman,ANSUR (1988)
87.0,91.0,80.4,69.8,,80.5,101.3,Cis woman,ANSUR (1988)
86.0,86.5,73.0,66.8,,74.6,95.5,Cis woman,ANSUR (1988)
94.1,99.3,84.3,78.8,,84.7,106.8,Cis woman,ANSUR (1988)
88.6,92.4,75.0,72.4,,83.3,102.9,Cis woman,ANSUR (1988)
95.0,96.8,83.4,77.8,,82.6,98.1,Cis woman,ANSUR (1988)
102.1,106.4,87.0,86.5,,92.7,106.2,Cis woman,ANSUR (1988)
89.9,95.2,78.4,73.7,,81.8,91.9,Cis woman,ANSUR (1988)
99.4,99.1,78.8,77.5,,88.0,97.0,Cis woman,ANSUR (1988)
91.4,86.7,73.5,70.2,,83.0,97.6,Cis woman,ANSUR (1988)
88.3,91.5,76.8,72.7,,74.8,89.6,Cis woman,ANSUR (1988)
88.5,92.0,79.6,74.8,,87.4,93.1,Cis woman,ANSUR (1988)
84.5,83.9,73.5,69.1,,70.7,93.9,Cis woman,ANSUR (1988)
87.3,88.1,77.8,68.1,,71.7,91.3,Cis woman,ANSUR (1988)
89.9,92.5,82.0,72.1,,74.8,93.2,Cis woman,ANSUR (1988)
91.6,92.1,74.5,71.7,,79.5,95.0,Cis woman,ANSUR (1988)
90.4,90.0,76.5,71.5,,75.8,101.1,Cis woman,ANSUR (1988)
88.1,86.3,73.1,67.2,,75.5,88.3,Cis woman,ANSUR (1988)
88.6,94.9,74.7,74.8,,81.7,100.5,Cis woman,ANSUR (1988)
91.8,99.4,81.0,74.0,,85.2,99.1,Cis woman,ANSUR (1988)
98.5,105.2,86.8,81.1,,90.5,110.0,Cis woman,ANSUR (1988)
93.3,96.0,81.5,77.1,,83.1,101.1,Cis woman,ANSUR (1988)
92.8,95.8,82.2,79.5,,80.2,99.1,Cis woman,ANSUR (1988)
79.2,81.4,70.2,63.4,,68.2,88.4,Cis woman,ANSUR (1988)
85.5,85.5,72.4,68.0,,75.2,94.4,Cis woman,ANSUR (1988)
87.4,85.5,73.8,68.1,,71.8,88.6,Cis woman,ANSUR (1988)
86.1,82.9,71.2,62.7,,68.8,88.5,Cis woman,ANSUR (1988)
85.4,87.3,79.8,66.5,,70.2,88.8,Cis woman,ANSUR (1988)
87.7,92.5,78.6,75.2,,88.4,97.0,Cis woman,ANSUR (1988)
93.7,97.8,83.4,81.4,,90.3,107.7,Cis woman,ANSUR (1988)
93.6,100.0,85.8,80.2,,82.1,95.1,Cis woman,ANSUR (1988)
83.2,86.0,74.6,67.6,,74.5,94.2,Cis woman,ANSUR (1988)
90.1,92.3,72.8,68.5,,71.3,88.8,Cis woman,ANSUR (1988)
88.2,87.3,74.0,67.0,,74.3,98.3,Cis woman,ANSUR (1988)
94.6,93.5,79.4,81.3,,91.8,104.7,Cis woman,ANSUR (1988)
89.3,88.3,74.4,68.5,,71.5,96.6,Cis woman,ANSUR (1988)
84.9,84.3,70.5,67.4,,75.8,90.0,Cis woman,ANSUR (1988)
85.0,91.0,76.5,73.0,,85.5,96.5,Cis woman,ANSUR (1988)
87.6,92.0,76.8,70.2,,80.5,98.7,Cis woman,ANSUR (1988)
89.0,90.2,74.8,71.7,,77.4,101.2,Cis woman,ANSUR (1988)
86.1,87.7,74.9,70.8,,74.3,102.7,Cis woman,ANSUR (1988)
94.9,94.4,74.8,75.4,,75.8,98.9,Cis woman,ANSUR (1988)
89.5,89.1,75.9,74.8,,81.8,100.5,Cis woman,ANSUR (1988)
91.7,89.0,73.9,66.4,,70.5,96.0,Cis woman,ANSUR (1988)
81.5,82.6,71.5,63.8,,66.0,88.7,Cis woman,ANSUR (1988)
87.8,90.5,80.1,72.4,,73.5,95.5,Cis woman,ANSUR (1988)
104.7,107.9,84.9,80.0,,100.1,111.1,Cis woman,ANSUR (1988)
101.9,98.8,83.2,82.5,,91.4,105.4,Cis woman,ANSUR (1988)
85.1,85.5,73.5,67.3,,72.9,95.2,Cis woman,ANSUR (1988)
98.4,103.9,78.8,80.3,,85.1,106.5,Cis woman,ANSUR (1988)
89.7,91.0,74.1,69.3,,75.2,95.2,Cis woman,ANSUR (1988)
89.4,94.2,78.9,75.8,,81.2,100.0,Cis woman,ANSUR (1988)
101.0,104.3,88.2,89.1,,101.5,118.9,Cis woman,ANSUR (1988)
85.6,83.7,74.3,71.1,,77.8,100.9,Cis woman,ANSUR (1988)
90.4,95.2,76.9,72.8,,77.2,101.2,Cis woman,ANSUR (1988)
87.7,87.7,72.5,69.5,,73.3,103.0,Cis woman,ANSUR (1988)
88.6,86.3,70.1,64.7,,70.8,92.5,Cis woman,ANSUR (1988)
84.3,85.8,73.5,65.8,,70.8,94.0,Cis woman,ANSUR (1988)
94.0,93.3,73.8,77.8,,85.5,98.4,Cis woman,ANSUR (1988)
85.9,83.8,75.3,66.2,,69.7,87.9,Cis woman,ANSUR (1988)
93.9,96.5,82.2,79.7,,86.1,99.3,Cis woman,ANSUR (1988)
